plan_id,case_id,feature_id,method,feature_name,material,recognized_geometry,selected_tool_or_holder,operation_sequence,cutting_parameters,manufacturing_reasoning_notes,plan_text,cam_pass,expert_acceptable,initial_graph_violation,final_unresolved_failure
F16_C03_vanilla,F16_C03,F16,Vanilla MLLM,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,default cavity tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F16_C03 (thin rib adjacent groove), the Vanilla MLLM plan selects default cavity tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F16_C03_rag,F16_C03,F16,RAG-based Planner,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,retrieved similar standard tool,retrieved template: low-force contour milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F16_C03 (thin rib adjacent groove), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: low-force contour milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F16_C03_react,F16_C03,F16,Standard ReAct Agent,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,small diameter end mill,stepwise reasoning route: low-force contour milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F16_C03 (thin rib adjacent groove), the Standard ReAct Agent plan selects small diameter end mill; proposes stepwise reasoning route: low-force contour milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F16_C03_kgmcf,F16_C03,F16,KGMCF (Ours),thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,small diameter end mill,Aero-MPKG-grounded route: low-force contour milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F16_C03 (thin rib adjacent groove), the KGMCF (Ours) plan selects small diameter end mill; proposes Aero-MPKG-grounded route: low-force contour milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F16_C04_vanilla,F16_C04,F16,Vanilla MLLM,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,oversized boring bar,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F16_C04 (thin rib adjacent groove), the Vanilla MLLM plan selects oversized boring bar; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. Potential issues recorded: tool-workpiece interference risk.",No,No,No,No
F16_C04_rag,F16_C04,F16,RAG-based Planner,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,retrieved similar standard tool,retrieved template: low-force contour milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F16_C04 (thin rib adjacent groove), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: low-force contour milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F16_C04_react,F16_C04,F16,Standard ReAct Agent,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,small diameter end mill,stepwise reasoning route: low-force contour milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F16_C04 (thin rib adjacent groove), the Standard ReAct Agent plan selects small diameter end mill; proposes stepwise reasoning route: low-force contour milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F16_C04_kgmcf,F16_C04,F16,KGMCF (Ours),thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,small diameter end mill,Aero-MPKG-grounded route: low-force contour milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F16_C04 (thin rib adjacent groove), the KGMCF (Ours) plan selects small diameter end mill; proposes Aero-MPKG-grounded route: low-force contour milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F16_C05_vanilla,F16_C05,F16,Vanilla MLLM,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,generic ball-end tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F16_C05 (thin rib adjacent groove), the Vanilla MLLM plan selects generic ball-end tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F16_C05_rag,F16_C05,F16,RAG-based Planner,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,small diameter end mill,retrieved template: low-force contour milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F16_C05 (thin rib adjacent groove), the RAG-based Planner plan selects small diameter end mill; proposes retrieved template: low-force contour milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F16_C05_react,F16_C05,F16,Standard ReAct Agent,thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,small diameter end mill,stepwise reasoning route: low-force contour milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F16_C05 (thin rib adjacent groove), the Standard ReAct Agent plan selects small diameter end mill; proposes stepwise reasoning route: low-force contour milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. Potential issues recorded: overcut risk.",No,No,No,No
F16_C05_kgmcf,F16_C05,F16,KGMCF (Ours),thin rib adjacent groove,Ti-6Al-4V,thin rib with adjacent groove,small diameter end mill,Aero-MPKG-grounded route: low-force contour milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F16_C05 (thin rib adjacent groove), the KGMCF (Ours) plan selects small diameter end mill; proposes Aero-MPKG-grounded route: low-force contour milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C01_vanilla,F17_C01,F17,Vanilla MLLM,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,standard end mill,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F17_C01 (coupled groove-surface feature), the Vanilla MLLM plan selects standard end mill; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F17_C01_rag,F17_C01,F17,RAG-based Planner,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,retrieved similar standard tool,retrieved template: multi-stage roughing and finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F17_C01 (coupled groove-surface feature), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: multi-stage roughing and finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. Potential issues recorded: overcut risk.",No,No,No,No
F17_C01_react,F17_C01,F17,Standard ReAct Agent,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,nearby catalog tool,stepwise reasoning route: multi-stage roughing and finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F17_C01 (coupled groove-surface feature), the Standard ReAct Agent plan selects nearby catalog tool; proposes stepwise reasoning route: multi-stage roughing and finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C01_kgmcf,F17_C01,F17,KGMCF (Ours),coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F17_C01 (coupled groove-surface feature), the KGMCF (Ours) plan selects bull-nose + ball-end tools; proposes Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C02_vanilla,F17_C02,F17,Vanilla MLLM,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,generic ball-end tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F17_C02 (coupled groove-surface feature), the Vanilla MLLM plan selects generic ball-end tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. Potential issues recorded: expert hard veto; holder collision risk; invalid CAM generation; tool-workpiece interference risk.",No,No,No,No
F17_C02_rag,F17_C02,F17,RAG-based Planner,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,retrieved similar standard tool,retrieved template: multi-stage roughing and finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F17_C02 (coupled groove-surface feature), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: multi-stage roughing and finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C02_react,F17_C02,F17,Standard ReAct Agent,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,stepwise reasoning route: multi-stage roughing and finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F17_C02 (coupled groove-surface feature), the Standard ReAct Agent plan selects bull-nose + ball-end tools; proposes stepwise reasoning route: multi-stage roughing and finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",No,No,No,No
F17_C02_kgmcf,F17_C02,F17,KGMCF (Ours),coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F17_C02 (coupled groove-surface feature), the KGMCF (Ours) plan selects bull-nose + ball-end tools; proposes Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C03_vanilla,F17_C03,F17,Vanilla MLLM,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,generic ball-end tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F17_C03 (coupled groove-surface feature), the Vanilla MLLM plan selects generic ball-end tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C03_rag,F17_C03,F17,RAG-based Planner,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,retrieved template: multi-stage roughing and finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F17_C03 (coupled groove-surface feature), the RAG-based Planner plan selects bull-nose + ball-end tools; proposes retrieved template: multi-stage roughing and finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C03_react,F17_C03,F17,Standard ReAct Agent,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,stepwise reasoning route: multi-stage roughing and finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F17_C03 (coupled groove-surface feature), the Standard ReAct Agent plan selects bull-nose + ball-end tools; proposes stepwise reasoning route: multi-stage roughing and finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C03_kgmcf,F17_C03,F17,KGMCF (Ours),coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F17_C03 (coupled groove-surface feature), the KGMCF (Ours) plan selects bull-nose + ball-end tools; proposes Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C04_vanilla,F17_C04,F17,Vanilla MLLM,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,oversized boring bar,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F17_C04 (coupled groove-surface feature), the Vanilla MLLM plan selects oversized boring bar; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C04_rag,F17_C04,F17,RAG-based Planner,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,retrieved template: multi-stage roughing and finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F17_C04 (coupled groove-surface feature), the RAG-based Planner plan selects bull-nose + ball-end tools; proposes retrieved template: multi-stage roughing and finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C04_react,F17_C04,F17,Standard ReAct Agent,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,stepwise reasoning route: multi-stage roughing and finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F17_C04 (coupled groove-surface feature), the Standard ReAct Agent plan selects bull-nose + ball-end tools; proposes stepwise reasoning route: multi-stage roughing and finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C04_kgmcf,F17_C04,F17,KGMCF (Ours),coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F17_C04 (coupled groove-surface feature), the KGMCF (Ours) plan selects bull-nose + ball-end tools; proposes Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C05_vanilla,F17_C05,F17,Vanilla MLLM,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,standard end mill,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F17_C05 (coupled groove-surface feature), the Vanilla MLLM plan selects standard end mill; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. Potential issues recorded: expert hard veto; overcut risk; tool-workpiece interference risk.",No,No,No,No
F17_C05_rag,F17_C05,F17,RAG-based Planner,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,retrieved similar standard tool,retrieved template: multi-stage roughing and finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F17_C05 (coupled groove-surface feature), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: multi-stage roughing and finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F17_C05_react,F17_C05,F17,Standard ReAct Agent,coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,stepwise reasoning route: multi-stage roughing and finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F17_C05 (coupled groove-surface feature), the Standard ReAct Agent plan selects bull-nose + ball-end tools; proposes stepwise reasoning route: multi-stage roughing and finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",No,No,No,No
F17_C05_kgmcf,F17_C05,F17,KGMCF (Ours),coupled groove-surface feature,Inconel 718,coupled groove and surface boundary,bull-nose + ball-end tools,Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F17_C05 (coupled groove-surface feature), the KGMCF (Ours) plan selects bull-nose + ball-end tools; proposes Aero-MPKG-grounded route: multi-stage roughing and finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C01_vanilla,F18_C01,F18,Vanilla MLLM,open boundary transition slot,7075-Al,open transition slot,standard end mill,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F18_C01 (open boundary transition slot), the Vanilla MLLM plan selects standard end mill; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F18_C01_rag,F18_C01,F18,RAG-based Planner,open boundary transition slot,7075-Al,open transition slot,D5 end mill,retrieved template: open pocket milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F18_C01 (open boundary transition slot), the RAG-based Planner plan selects D5 end mill; proposes retrieved template: open pocket milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C01_react,F18_C01,F18,Standard ReAct Agent,open boundary transition slot,7075-Al,open transition slot,D5 end mill,stepwise reasoning route: open pocket milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F18_C01 (open boundary transition slot), the Standard ReAct Agent plan selects D5 end mill; proposes stepwise reasoning route: open pocket milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F18_C01_kgmcf,F18_C01,F18,KGMCF (Ours),open boundary transition slot,7075-Al,open transition slot,D5 end mill,Aero-MPKG-grounded route: open pocket milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F18_C01 (open boundary transition slot), the KGMCF (Ours) plan selects D5 end mill; proposes Aero-MPKG-grounded route: open pocket milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C02_vanilla,F18_C02,F18,Vanilla MLLM,open boundary transition slot,7075-Al,open transition slot,oversized boring bar,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F18_C02 (open boundary transition slot), the Vanilla MLLM plan selects oversized boring bar; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. Potential issues recorded: expert hard veto; holder collision risk; invalid CAM generation.",No,No,No,No
F18_C02_rag,F18_C02,F18,RAG-based Planner,open boundary transition slot,7075-Al,open transition slot,retrieved similar standard tool,retrieved template: open pocket milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F18_C02 (open boundary transition slot), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: open pocket milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. Potential issues recorded: expert hard veto; overcut risk.",No,No,No,No
F18_C02_react,F18_C02,F18,Standard ReAct Agent,open boundary transition slot,7075-Al,open transition slot,D5 end mill,stepwise reasoning route: open pocket milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F18_C02 (open boundary transition slot), the Standard ReAct Agent plan selects D5 end mill; proposes stepwise reasoning route: open pocket milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C02_kgmcf,F18_C02,F18,KGMCF (Ours),open boundary transition slot,7075-Al,open transition slot,D5 end mill,Aero-MPKG-grounded route: open pocket milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F18_C02 (open boundary transition slot), the KGMCF (Ours) plan selects D5 end mill; proposes Aero-MPKG-grounded route: open pocket milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F18_C03_vanilla,F18_C03,F18,Vanilla MLLM,open boundary transition slot,7075-Al,open transition slot,generic ball-end tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F18_C03 (open boundary transition slot), the Vanilla MLLM plan selects generic ball-end tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C03_rag,F18_C03,F18,RAG-based Planner,open boundary transition slot,7075-Al,open transition slot,D5 end mill,retrieved template: open pocket milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F18_C03 (open boundary transition slot), the RAG-based Planner plan selects D5 end mill; proposes retrieved template: open pocket milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C03_react,F18_C03,F18,Standard ReAct Agent,open boundary transition slot,7075-Al,open transition slot,D5 end mill,stepwise reasoning route: open pocket milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F18_C03 (open boundary transition slot), the Standard ReAct Agent plan selects D5 end mill; proposes stepwise reasoning route: open pocket milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. Potential issues recorded: holder collision risk; invalid CAM generation.",No,No,No,No
F18_C03_kgmcf,F18_C03,F18,KGMCF (Ours),open boundary transition slot,7075-Al,open transition slot,D5 end mill,Aero-MPKG-grounded route: open pocket milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F18_C03 (open boundary transition slot), the KGMCF (Ours) plan selects D5 end mill; proposes Aero-MPKG-grounded route: open pocket milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C04_vanilla,F18_C04,F18,Vanilla MLLM,open boundary transition slot,7075-Al,open transition slot,default cavity tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F18_C04 (open boundary transition slot), the Vanilla MLLM plan selects default cavity tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F18_C04_rag,F18_C04,F18,RAG-based Planner,open boundary transition slot,7075-Al,open transition slot,D5 end mill,retrieved template: open pocket milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F18_C04 (open boundary transition slot), the RAG-based Planner plan selects D5 end mill; proposes retrieved template: open pocket milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C04_react,F18_C04,F18,Standard ReAct Agent,open boundary transition slot,7075-Al,open transition slot,nearby catalog tool,stepwise reasoning route: open pocket milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F18_C04 (open boundary transition slot), the Standard ReAct Agent plan selects nearby catalog tool; proposes stepwise reasoning route: open pocket milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
